event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,14322,25924,11602,Total time spent analyzing index of patch parts
ArenaAllocBytes,135102464,216875008,81772544,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,32984,52948,19964,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,150,150,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,24006,26256,2250,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,197,229,32,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,59649,59649,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,235353523,376011615,140658092,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,15504981979273,24771402409081,9266420429808,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,23829,41277,17448,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,43393480416,68269612588,24876132172,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptionResumes,970011,1451008,480997,Total number of CPU preemption resumed
ConcurrencyControlPreemptions,985552,1478481,492929,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,23829,41277,17448,Total number of CPU slots acquired
ConcurrencyControlUpscales,23829,41277,17448,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,33649324121,48211942291,14562618170,Total time a query was waiting on resource requests for CPU slots.
ContextLock,2451119,3589171,1138052,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,224473,340605,116132,Context lock wait time in microseconds
CreatedReadBufferOrdinary,685261,1046719,361458,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1832977893,2939173226,1106195333,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,10,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,9574441,15218253,5643812,Number of dequeues invoked at all FairPolicyNodes
FileOpen,4433,6434,2001,Number of files opened.
FilterTransformPassedBytes,840014854,1124089244,284074390,Number of bytes that passed the filter in the query
FilterTransformPassedRows,15643,23296,7653,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,16309,24953,8644,Time spent filtering parts by PK.
FunctionExecute,80929662,128139128,47209466,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1086,1086,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,16537497,26967938,10430441,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,99816,152192,52376,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,604403,993264,388861,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,200665,200665,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,16018,23833,7815,Number of created server HTTP connections
HTTPServerConnectionsExpired,15903,23709,7806,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,532,854,322,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,15781,23518,7737,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,410,663,253,Number of reused server HTTP connections
IOBufferAllocBytes,238492241814,362072373808,123580131994,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1627818,2477521,849703,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,16314,24373,8059,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,5098427,7678619,2580192,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,55730335,82405379,26675044,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,1176,1796,620,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,591544,949628,358084,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,173930208606,265628107701,91697899095,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,2197,3393,1196,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,695720834424,1062512430804,366791596380,Total number of rows in the result of a JOIN operation.
LoadedDataParts,37,37,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,19156,19156,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807433,807433,0,Number of marks loaded (total across columns).
LoadedMarksFiles,154,154,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3662208,3662208,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,218742991124,336348961357,117605970233,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,82914,127231,44317,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,16553558,28055556,11501998,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,98124,153199,55075,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,2115972,3574082,1458110,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,82866,127183,44317,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,7045126,11031686,3986560,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1149228,1149228,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,684629,1046087,361458,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,154,154,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,113433,138187,24754,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,9973010,13735787,3762777,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1799,1873,74,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2469,2565,96,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,389,405,16,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4185,4379,194,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,17095,17817,722,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,131786,223409,91623,Total time spent while merging sorted columns
NetworkReceiveBytes,5098427,7678619,2580192,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,150856,228815,77959,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,55730335,82405379,26675044,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,6259667,9636150,3376483,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,96492776730,153450244312,56957467582,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,6283747099,10079728700,3795981601,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,4919155384927,7815171307052,2896015922125,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,130504,194976,64472,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,680975,1040457,359482,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,554749,870949,316200,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,4266,6242,1976,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,16127,16177,50,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,1,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,344,363,19,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,17140,25676,8536,Count queries with all subqueries
Query,16314,24373,8059,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,7396,11904,4508,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,7500,12008,4508,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,3593569,5556952,1963383,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,33770762341,48394795987,14624033646,Total time of all queries.
RWLockAcquiredReadLocks,17307,25692,8385,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,41,65,24,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,886687,1094296,207609,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,4917757542593,7812325331152,2894567788559,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,4754023204745,7578214182580,2824190977835,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
