event,start_value,end_value,diff,description
AsyncLoaderWaitMicroseconds,3098671,0,-3098671,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,0,-54,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,0,-3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,0,-54,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1366,0,-1366,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,14,0,-14,Time spent resetting task for Common executor.
CompressedReadBufferBlocks,78,0,-78,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,3618724,0,-3618724,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ContextLock,1453,0,-1453,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,25,0,-25,Context lock wait time in microseconds
CreatedReadBufferOrdinary,167,0,-167,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,589921,0,-589921,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,7,0,-7,Total time spent waiting for write syscall. This include writes to page cache.
FileOpen,225,0,-225,Number of files opened.
GlobalThreadPoolExpansions,660,0,-660,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,513621,0,-513621,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,711,0,-711,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,29,0,-29,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,73130,0,-73130,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,0,-1,Number of created server HTTP connections
IOBufferAllocBytes,21112068,0,-21112068,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,250,0,-250,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1,0,-1,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,249,0,-249,Number of bytes received through HTTP interfaces
LoadedDataParts,15,0,-15,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3266049,0,-3266049,Microseconds spent by MergeTree tables for loading data parts during initialization.
LocalThreadPoolBusyMicroseconds,9848044,0,-9848044,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,121,0,-121,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,4386,0,-4386,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,165,0,-165,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,49,0,-49,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,63,0,-63,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,5378,0,-5378,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,0,-1,Number of log messages with level Debug
LogInfo,49,0,-49,Number of log messages with level Info
LogWarning,3,0,-3,Number of log messages with level Warning
LoggerElapsedNanoseconds,12306025,0,-12306025,Cumulative time spend in logging
MainConfigLoads,1,0,-1,Number of times the main configuration was reloaded.
MemoryAllocatorPurge,1,0,-1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,7649,0,-7649,Total time spent for memory allocator purge
MemoryWorkerRun,680,0,-680,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,159749,0,-159749,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,349,0,-349,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,278,0,-278,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,256,0,-256,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,872,0,-872,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,3341,0,-3341,Time spent to take data parts snapshot to build ranges from them.
NetworkReceiveBytes,249,0,-249,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,10,0,-10,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OpenedFileCacheMicroseconds,30,0,-30,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,141,0,-141,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,3243336,0,-3243336,Total time spent holding data parts lock in MergeTree tables
PartsLocks,185,0,-185,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,0,-1,Count queries with all subqueries
Query,1,0,-1,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryPlanOptimizeMicroseconds,49,0,-49,Total time spent executing query plan optimizations.
RWLockAcquiredReadLocks,278,0,-278,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,9818,0,-9818,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,29300619,0,-29300619,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,490111,0,-490111,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
Seek,680,0,-680,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,0,-1,Count SELECT queries with all subqueries
SelectQuery,1,0,-1,"Same as Query, but only for SELECT queries."
ServerStartupMilliseconds,3630,0,-3630,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,6096,0,-6096,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLocks,1819,0,-1819,Number of times shared data parts lock has been acquired for MergeTree tables
