timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5020.31,8192,2,19502,1284719372,53,27,251095,8,5212,5,7455504,56,1,4,2886,47857,2,1375,27,2954997,2086943,379053155,27,62,2,1,2,2,641,1,377528732,375681036,5633062,29183273,29199657,2,1,1284064012,73389,73389,2,2,2,29183273,9,3,18908,2095640,250969,10706,2882,377528732,240389,2704657,315
10024.71,8192,2,64788,4268775240,53,27,605233,8,17561,5,7455504,56,1,4,9541,49121,2,1375,27,11459211,2613753,1254619156,27,62,2,1,2,2,641,1,1249812892,1247993821,16627133,97004214,97020598,2,1,4268185416,73389,73389,2,2,2,97004214,9,3,19471,2878037,349301,18263,9537,1249812892,586970,11110158,315
15029.81,8192,2,108346,7139053996,53,27,975077,8,29440,5,7455504,56,1,4,15944,49315,2,1375,27,20805528,2614061,2097033628,27,62,2,1,2,2,641,1,2089066908,2087079388,27626854,162240801,162240801,2,1,7137874348,73389,73389,2,2,2,162224417,9,3,20459,3540460,440082,24980,15940,2089066908,950097,20366003,315
20039.22,8192,2,128756,8483810960,53,27,1200916,8,35008,5,7455504,56,1,4,18941,91226,2,1375,27,29101851,5379701,2491427732,27,62,2,1,2,2,641,1,2481889692,2480135785,41091942,192796012,192812396,2,1,8483024528,73389,73389,2,2,2,192796012,9,3,23876,5779362,613591,36174,18937,2481889692,1164742,28489532,315
25050.62,8192,2,141400,9316960828,53,27,1366692,8,38455,5,7455504,56,1,4,20801,206922,2,1375,27,33325533,9355156,2736241488,27,62,2,1,2,2,641,1,2725683612,2723673062,51463233,211740173,211740173,2,1,9316567612,73389,73389,2,2,2,211740173,9,3,28898,8411978,755778,44251,20797,2725683612,1322441,32571680,315
30056.13,8192,2,166745,10986996116,53,27,1617408,8,45362,5,7455504,56,1,4,24524,270767,2,1375,27,37944513,11499767,3226133253,27,62,2,1,2,2,641,1,3213664668,3211891688,59642114,249694031,249710415,2,1,10986537364,73389,73389,2,2,2,249694031,9,3,31675,10178693,892132,54680,24520,3213664668,1562728,37054735,315
35062.90,8192,2,215242,14182815340,54,27,2004759,8,58597,5,7720956,56,1,4,31651,271320,2,1375,27,48820552,11616520,4163817415,27,62,2,1,2,2,641,1,4147814812,4146088818,72556368,322321073,322337457,2,1,14182127212,73389,73389,2,2,2,322321073,9,3,39189,10932403,1011360,62878,31647,4147814812,1941881,47811383,315
40076.19,8192,2,242449,15975675016,54,27,2267543,8,66066,5,7720956,56,1,4,35649,343806,2,1375,27,53828424,13647399,4689914847,27,62,2,1,2,2,641,1,4671840668,4670175991,80882189,363061926,363078310,2,1,15974724744,73389,73389,2,2,2,363061926,9,3,40214,12844735,1140251,71090,35645,4671840668,2196453,52690216,315
45083.02,8192,2,265500,17494574364,54,27,2498279,8,72301,5,7720956,56,1,4,39036,412920,2,1375,27,60982909,16709414,5135638253,27,62,2,1,2,2,641,1,5115781532,5114220302,93217797,397573429,397589813,2,1,17493230876,73389,73389,2,2,2,397573429,9,3,50735,14853160,1311394,79100,39032,5115781532,2419179,59674431,315
50089.98,8192,2,310929,20488001880,54,27,2885880,8,84745,5,7720956,56,1,4,45712,414184,2,1375,27,69586715,16709901,6014013016,27,62,2,1,2,2,641,1,5990818204,5989280467,103372376,465623746,465623746,2,1,20486723928,73389,73389,2,2,2,465607362,9,3,59582,15617426,1415255,88152,45708,5990818204,2797728,68174622,315
