timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.44,8192,2,40684,2680335580,53,27,345670,3,10987,5,7455504,56,1,4,5998,21108,2,18,27,7125758,827897,788483322,27,8,2,1,2,2,432,1,785424796,783673531,9134373,60907781,60907781,2,1,2679942364,73389,73389,2,2,2,60907781,8,3,19856,1260575,167817,9394,5994,785424796,336276,6958238,150
10033.43,8192,2,50293,3313521880,53,27,469401,3,13597,5,7455504,56,1,4,7411,192918,2,18,27,10916535,5375753,974496039,27,8,2,1,2,2,432,1,970629532,968732626,20431519,75289442,75305826,2,1,3312735448,73389,73389,2,2,2,75289442,8,3,21561,3966949,288450,17537,7407,970629532,451864,10627081,150
15049.78,8192,2,59354,3910794452,53,27,587400,3,16079,5,7455504,56,1,4,8743,385462,2,18,27,13966160,10184469,1149848605,27,8,2,1,2,2,432,1,1145217436,1143375116,30792887,88868287,88884671,2,1,3910204628,73389,73389,2,2,2,88868287,8,3,26744,6787960,406008,22992,8739,1145217436,564408,13559654,150
20054.37,8192,2,96669,6369542892,53,27,931315,3,26211,5,7455504,56,1,4,14226,415727,2,18,27,21084828,11669256,1871311922,27,8,2,1,2,2,432,1,1863885212,1862068573,41060634,144744465,144760849,2,1,6368756460,73389,73389,2,2,2,144744465,8,3,33999,8265932,516303,34359,14222,1863885212,896956,20568026,150
25058.03,8192,2,146162,9630901424,53,27,1332272,3,39700,5,7455504,56,1,4,21500,416806,2,18,27,30246560,11669690,2828267874,27,8,2,1,2,2,432,1,2817171868,2815466562,51744987,218860292,218876676,2,1,9629852848,73389,73389,2,2,2,218860292,8,3,40788,9049669,632288,44201,21496,2817171868,1288071,29613451,150
30062.14,8192,2,192487,12683314648,53,27,1726483,3,52388,5,7455504,56,1,4,28308,417504,2,18,27,38082702,11669897,3724156476,27,8,2,1,2,2,432,1,3709641116,3707719087,60937680,288243746,288260130,2,1,12682724824,73389,73389,2,2,2,288243746,8,3,48812,9784139,748038,52773,28304,3709641116,1673710,37333674,150
35066.71,8192,2,244523,16112127584,54,27,2157028,3,66637,5,7720956,56,1,4,35953,418103,2,18,27,46952511,11670171,4730061081,27,8,2,1,2,2,432,1,4711686556,4710145308,71614521,366170568,366186952,2,1,16111504992,73389,73389,2,2,2,366170568,8,3,53476,10602907,874054,62218,35949,4711686556,2094810,46078442,150
40070.79,8192,2,293098,19313058616,54,27,2536523,3,79883,5,7720956,56,1,4,43094,418412,2,18,27,51302963,11670333,5669424898,27,8,2,1,2,2,432,1,5647540636,5645809649,77080138,438920490,438920490,2,1,19312501560,73389,73389,2,2,2,438920490,8,3,56583,11320713,957082,70089,43090,5647540636,2466434,50345812,150
45075.78,8192,2,340964,22466993720,54,27,2893294,3,92938,5,7720956,56,1,4,50128,418516,2,18,27,55693262,11670549,6594978630,27,8,2,1,2,2,432,1,6569632156,6567713455,82518090,510593386,510609770,2,1,22466108984,73389,73389,2,2,2,510593386,8,3,56588,11991516,1029727,77595,50124,6569632156,2815699,54663494,150
50089.29,8192,2,386618,25475432288,54,27,3241782,3,105384,5,7720956,56,1,4,56835,419214,2,18,27,60008132,11750880,7477387704,27,8,2,1,2,2,432,1,7448732060,7447163047,87940301,578961032,578977416,2,1,25474285408,73389,73389,2,2,2,578961032,8,3,58319,12729434,1117922,85092,56831,7448732060,3156690,58890613,150
55098.46,8192,2,397198,26172519496,54,27,3392271,3,108272,5,7720956,56,1,4,58390,556030,2,18,27,77454879,15511847,7682212769,27,8,2,1,2,2,432,1,7652680092,7650956727,112280463,594806902,594823286,2,1,26171503688,73389,73389,2,2,2,594806902,8,3,64156,15401978,1280749,91932,58387,7652680092,3300339,76174489,150
