timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5024.64,8192,2,14625,963242136,53,27,193177,7,3880,5,7455504,56,1,4,2167,62058,2,5621,27,2748613,3024696,284467692,27,70,2,1,2,2,789,1,283287964,281723944,6400601,21866546,21882930,2,1,962128024,73389,73389,2,2,2,21866546,12,3,12971,2463881,199570,13703,2163,283287964,179474,2548133,298
10035.43,8192,2,28902,1904208648,53,27,375391,7,7774,5,7455504,56,1,4,4266,170464,2,5621,27,8453339,6769417,560860264,27,70,2,1,2,2,789,1,558539164,556800336,18834043,43253638,43270022,2,1,1903160072,73389,73389,2,2,2,43253638,12,3,15729,5001125,346366,25653,4263,558539164,349738,8106122,298
15039.98,8192,2,67327,4435967500,53,27,772830,7,18253,5,7455504,56,1,4,9914,178371,2,5621,27,13894465,7685824,1303836819,27,70,2,1,2,2,789,1,1298702748,1296894618,26844643,100807017,100807017,2,1,4434787852,73389,73389,2,2,2,100790633,12,3,16529,6140952,472413,33514,9910,1298702748,739316,13420571,298
20057.85,8192,2,85671,5644796184,53,27,990292,7,23247,5,7455504,56,1,4,12610,265411,2,5621,27,22481146,10763440,1658764810,27,70,2,1,2,2,789,1,1652203932,1650243491,40824478,128269970,128286354,2,1,5643878680,73389,73389,2,2,2,128269970,12,3,20137,8420919,646076,41525,12607,1652203932,948767,21832954,298
25066.57,8192,2,96088,6331201024,53,27,1129501,7,26098,5,7455504,56,1,4,14141,400928,2,5621,27,25115581,14992094,1860165020,27,70,2,1,2,2,789,1,1852744092,1850911993,49252709,143870080,143886464,2,1,6330283520,73389,73389,2,2,2,143870080,12,3,20863,11125021,739507,48234,14137,1852744092,1081267,24374592,298
30079.13,8192,2,106718,7031565032,53,27,1267006,7,28996,5,7455504,56,1,4,15702,496382,2,5621,27,26533205,18436459,2065638896,27,70,2,1,2,2,789,1,2057347484,2055665116,54440935,159797870,159797870,2,1,7030385384,73389,73389,2,2,2,159781486,12,3,21655,14134010,829742,54262,15698,2057347484,1212744,25701446,298
35083.59,8192,2,129489,8532114300,53,27,1515637,7,35206,5,7455504,56,1,4,19050,551218,2,5621,27,34905805,21794591,2506203347,27,70,2,1,2,2,789,1,2496176540,2494315627,70877896,193899773,193899773,2,1,8530869116,73389,73389,2,2,2,193883389,12,3,25431,16182342,1032285,62848,19046,2496176540,1452789,33871766,298
40100.07,8192,2,147855,9742384776,53,27,1732656,7,40216,5,7455504,56,1,4,21747,611101,2,5621,27,40884930,24637804,2861128668,27,70,2,1,2,2,789,1,2849677724,2848046826,81401976,221395494,221411878,2,1,9741401736,73389,73389,2,2,2,221395494,12,3,27926,18408695,1201588,72566,21743,2849677724,1660090,39681465,298
45111.79,8192,2,157400,10371376772,53,27,1875020,7,42820,5,7455504,56,1,4,23149,733123,2,5621,27,43983728,28842082,3045825467,27,70,2,1,2,2,789,1,3033571740,3031867780,91742942,235695235,235711619,2,1,10370590340,73389,73389,2,2,2,235695235,12,3,30417,20960785,1323739,90342,23146,3033571740,1784678,42657863,298
50117.00,8192,2,186676,12300361336,53,27,2166997,7,50805,5,7455504,56,1,4,27454,763516,2,5621,27,47189403,30243018,3612011569,27,70,2,1,2,2,789,1,3597574556,3595770720,97126227,279544730,279544730,2,1,12299968120,73389,73389,2,2,2,279544730,12,3,30421,22577540,1443262,98709,27450,3597574556,2068288,45744034,298
