timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5016.71,8192,2,18342,1208166708,53,27,226601,7,4894,5,7455504,56,1,4,2716,64523,2,2205,27,2442312,2560157,356687519,27,50,2,1,2,2,669,1,355246492,353326037,5523302,27434503,27450887,2,1,1207118132,73389,73389,2,2,2,27434503,13,3,23397,2371815,231712,11044,2712,355246492,215557,2210688,281
10021.87,8192,2,71527,4712811412,53,27,686077,7,19345,5,7455504,56,1,4,10533,64925,2,2205,27,14433506,3173390,1385034572,27,50,2,1,2,2,669,1,1379705244,1377810790,20828533,107085519,107101903,2,1,4711762836,73389,73389,2,2,2,107085519,13,3,33639,3188126,369523,19576,10529,1379705244,666501,14063910,281
15026.43,8192,2,128190,8446452132,53,27,1179208,7,34798,5,7455504,56,1,4,18858,65455,2,2205,27,23329605,3173518,2480550230,27,50,2,1,2,2,669,1,2471010716,2469261338,31428635,191954395,191954395,2,1,8445272484,73389,73389,2,2,2,191938011,13,3,35629,4074156,487797,29220,18854,2471010716,1149988,22841968,281
20040.41,8192,2,153459,10111506684,53,27,1448720,7,41746,5,7455504,56,1,4,22572,126184,2,2205,27,27713827,5265107,2969284012,27,50,2,1,2,2,669,1,2957812124,2955932405,38788808,229793565,229809949,2,1,10110916860,73389,73389,2,2,2,229793565,13,3,37707,6098688,633043,38481,22568,2957812124,1410239,27080266,281
25060.17,8192,2,178104,11735666772,53,27,1692480,7,48460,5,7455504,56,1,4,26193,181171,2,2205,27,35884926,8015281,3445753614,27,50,2,1,2,2,669,1,3432423836,3430701813,52047563,266698847,266715231,2,1,11734749268,73389,73389,2,2,2,266698847,13,3,39565,8006058,778952,46850,26190,3432423836,1645630,35106326,281
30072.23,8192,2,193299,12736795332,53,27,1875959,7,52609,5,7455504,56,1,4,28425,271635,2,2205,27,39397885,11219981,3739515747,27,50,2,1,2,2,669,1,3724976540,3723355171,60039705,289462195,289462195,2,1,12735615684,73389,73389,2,2,2,289445811,13,3,43276,10345575,936252,57533,28421,3724976540,1818426,38463418,281
35076.30,8192,2,250615,16513761964,54,27,2387919,7,68294,5,7720956,56,1,4,36847,274183,2,2205,27,48058845,11648236,4847613952,27,50,2,1,2,2,669,1,4828864924,4827472882,71350689,375301601,375301601,2,1,16512549548,73389,73389,2,2,2,375285217,13,3,52584,11325814,1083820,67060,36843,4828864924,2320859,46976594,281
40086.38,8192,2,292911,19300803384,54,27,2747509,7,79831,5,7720956,56,1,4,43065,288357,2,2205,27,55398297,12126406,5665743957,27,50,2,1,2,2,669,1,5643870620,5642249830,80324149,438625578,438641962,2,1,19299525432,73389,73389,2,2,2,438625578,13,3,56784,12387398,1193071,75395,43061,5643870620,2672114,54206719,281
45098.05,8192,2,312023,20559963716,54,27,2988027,7,85045,5,7720956,56,1,4,45874,337708,2,2205,27,57890313,14423103,6035408461,27,50,2,1,2,2,669,1,6012051868,6010275393,85649845,467251795,467268179,2,1,20559078980,73389,73389,2,2,2,467251795,13,3,56916,14585345,1345088,87697,45870,6012051868,2900330,56546457,281
50102.78,8192,2,359398,23681720644,54,27,3376691,7,97966,5,7720956,56,1,4,52836,337828,2,2205,27,70834623,14990183,6951353324,27,50,2,1,2,2,669,1,6924575132,6922839740,101698832,538203795,538220179,2,1,23680966980,73389,73389,2,2,2,538203795,13,3,67333,15320730,1483968,94959,52832,6924575132,3281732,69351953,281
