timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5015.17,8192,2,28411,1871765020,53,27,305893,8,7642,5,7455504,56,1,4,4196,35131,2,3813,27,4095914,1427130,551243109,27,77,2,1,2,2,604,1,549101980,547287890,6302566,42526709,42543093,2,1,1871175196,73389,73389,2,2,2,42526709,8,3,24133,1627388,244599,11530,4192,549101980,294363,3850292,489
10019.83,8192,2,74678,4920377156,53,27,651867,8,20260,5,7455504,56,1,4,10993,35175,2,3813,27,8517448,1427403,1445621722,27,77,2,1,2,2,604,1,1440129436,1438501894,11724186,111811859,111828243,2,1,4919721796,73389,73389,2,2,2,111811859,8,3,24137,2258586,322062,18756,10989,1440129436,633111,8194314,489
15024.36,8192,2,119742,7889884032,53,27,994774,8,32548,5,7455504,56,1,4,17618,35195,2,3813,27,12955927,1427662,2317244913,27,77,2,1,2,2,604,1,2308481436,2306567740,17133573,179305120,179305120,2,1,7888704384,73389,73389,2,2,2,179288736,8,3,24137,2867159,388065,25776,17614,2308481436,968998,12567246,489
20035.00,8192,2,140263,9242180944,53,27,1238472,8,38146,5,7455504,56,1,4,20632,71570,2,3813,27,30518489,3959309,2713865435,27,77,2,1,2,2,604,1,2703532444,2701802047,40597484,210030204,210046588,2,1,9241328976,73389,73389,2,2,2,210030204,8,3,27684,4924730,575961,36188,20628,2703532444,1202284,29942029,489
25047.02,8192,2,148992,9817164660,53,27,1365862,8,40511,5,7455504,56,1,4,21916,217747,2,3813,27,33829770,8372850,2882904784,27,77,2,1,2,2,604,1,2871828892,2869942089,51510349,223105463,223121847,2,1,9816640372,73389,73389,2,2,2,223105463,8,3,32157,7528996,688085,42222,21912,2871828892,1323640,33140802,489
30059.88,8192,2,170634,11243313540,53,27,1639645,8,46427,5,7455504,56,1,4,25096,257112,2,3813,27,36801782,10123406,3301243675,27,77,2,1,2,2,604,1,3288506780,3286732853,56872632,255507748,255530165,2,1,11242340912,73389,73389,2,2,2,255507748,8,3,33354,9399155,879211,55277,25092,3288506780,1584368,35921662,489
35068.94,8192,2,187921,12382484560,53,27,1851372,8,51142,5,7455504,56,1,4,27637,339576,2,3813,27,39183875,12465923,3635783332,27,77,2,1,2,2,604,1,3621691804,3619811600,62166473,281391804,281408188,2,1,12381239376,73389,73389,2,2,2,281391804,8,3,33559,11661891,1020139,64899,27633,3621691804,1786473,38163381,489
40073.56,8192,2,209586,13810020108,54,27,2101168,8,57106,5,7720956,56,1,4,30817,381588,2,3813,27,52255426,15649054,4054250013,27,77,2,1,2,2,604,1,4038500764,4037122799,81523801,313851433,313851433,2,1,13808742156,73389,73389,2,2,2,313835049,8,3,38289,13652358,1247747,77062,30813,4038500764,2024106,51007515,489
45078.43,8192,2,253102,16677546352,54,27,2478981,8,68974,5,7720956,56,1,4,37214,381700,2,3813,27,58971220,15719999,4895887063,27,77,2,1,2,2,604,1,4876968348,4875362355,89725580,379022484,379022484,2,1,16676268400,73389,73389,2,2,2,379006100,8,3,45329,14301912,1343417,83705,37210,4876968348,2395276,57627530,489
50082.91,8192,2,295125,19446696444,54,27,2851326,8,80437,5,7720956,56,1,4,43389,381819,2,3813,27,63388607,15720105,5708319432,27,77,2,1,2,2,604,1,5686337948,5684881416,95172179,441953245,441969629,2,1,19445942780,73389,73389,2,2,2,441953245,8,3,45334,14940728,1422197,90124,43385,5686337948,2761202,61965150,489
55088.30,8192,2,344578,22705168084,54,27,3274375,8,93868,5,7720956,56,1,4,50657,381972,2,3813,27,78588758,15720461,6664445880,27,77,2,1,2,2,604,1,6638838172,6637388149,114141131,516013887,516013887,2,1,22704611028,73389,73389,2,2,2,516013887,8,3,54542,15681212,1557437,97914,50653,6638838172,3176461,77029426,489
60093.21,8192,2,390737,25746702332,54,27,3638965,8,106513,5,7720956,56,1,4,57440,382078,2,3813,27,83807480,15720595,7557013434,27,77,2,1,2,2,604,1,7528030620,7526483838,120406959,585135197,585151581,2,1,25745948668,73389,73389,2,2,2,585135197,8,3,56045,16323727,1622461,105065,57436,7528030620,3533900,82183438,489
