timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5030.99,2,8192,2,7300,480801868,53,27,104367,8,1882,5,7455504,56,1,4,1091,171468,2,8306,27,2088414,5478714,143035755,27,63,2,1,2,2,514,1,142385564,140686586,9243751,10900505,10916889,2,1,479622220,73389,73389,2,2,2,10900505,13,3,11877,3380494,122832,5075,1088,142385564,99292,1966063,366
10043.10,2,8192,2,15783,1039663728,53,27,216181,8,4198,5,7455504,56,1,4,2339,276200,2,8306,27,4762772,10284387,307203997,27,63,2,1,2,2,514,1,305832348,304035889,19144788,23615316,23631700,2,1,1039073904,73389,73389,2,2,2,23615316,13,3,14568,6250825,237768,10342,2335,305832348,205839,4526502,366
15058.61,2,8192,2,26407,1739634520,53,27,351488,8,7095,5,7455504,56,1,4,3899,378946,2,8306,27,7733144,14739782,512546861,27,63,2,1,2,2,514,1,510304668,508669233,28870022,39526722,39526722,2,1,1739175768,73389,73389,2,2,2,39526722,13,3,17696,8921538,371036,16658,3895,510304668,334830,7363220,366
20062.69,2,8192,2,73435,4838650456,53,27,754488,8,19921,5,7455504,56,1,4,10814,395254,2,8306,27,16840234,15419687,1422410674,27,63,2,1,2,2,514,1,1416667548,1414589001,40532066,109954434,109970818,2,1,4837995096,73389,73389,2,2,2,109954434,13,3,28206,9936276,541495,25589,10810,1416667548,728899,16299870,366
25066.75,2,8192,2,128979,8498425488,53,27,1242694,8,35014,5,7455504,56,1,4,18973,395835,2,8306,27,26267811,15419991,2495789421,27,63,2,1,2,2,514,1,2485952924,2484458752,51594159,193123692,193140076,2,1,8497442448,73389,73389,2,2,2,193123692,13,3,33550,10813758,656290,34758,18969,2485952924,1207936,25612595,366
30081.05,2,8192,2,166713,10984898964,53,27,1596950,8,45357,5,7455504,56,1,4,24519,422255,2,8306,27,33234775,16719998,3225685724,27,63,2,1,2,2,514,1,3213009308,3211271612,61169332,249644879,249644879,2,1,10983653780,73389,73389,2,2,2,249628495,13,3,38283,12345533,790545,45545,24515,3213009308,1551405,32446176,366
35086.10,2,8192,2,186073,12260577676,53,27,1811904,8,50638,5,7455504,56,1,4,27364,507648,2,8306,27,37833355,19899732,3600076724,27,63,2,1,2,2,514,1,3585909148,3584183618,70481128,278637577,278637577,2,1,12259332492,73389,73389,2,2,2,278621193,13,3,40503,14698240,949616,58578,27360,3585909148,1753326,36885542,366
40090.71,2,8192,2,238515,15716263680,54,27,2253465,8,64978,5,7720956,56,1,4,35069,508454,2,8306,27,47462568,20079019,4613874515,27,63,2,1,2,2,514,1,4595818908,4594365568,82205518,357176640,357176640,2,1,15715051264,73389,73389,2,2,2,357160256,13,3,50509,15536398,1078793,68009,35065,4595818908,2185456,46385721,366
45101.10,2,8192,2,282424,18609545572,54,27,2652226,8,76962,5,7720956,56,1,4,41521,531630,2,8306,27,55473779,20986184,5462841481,27,63,2,1,2,2,514,1,5441495452,5440145128,92521201,422921131,422937515,2,1,18608529764,73389,73389,2,2,2,422921131,13,3,53575,16943951,1214310,77229,41517,5441495452,2574997,54261025,366
50114.11,2,8192,2,298152,19646135724,54,27,2842494,8,81262,5,7720956,56,1,4,43833,626215,2,8306,27,59925024,24475281,5767258041,27,63,2,1,2,2,514,1,5744664988,5743129476,101910416,446482977,446499361,2,1,19645250988,73389,73389,2,2,2,446482977,13,3,55682,19445932,1341483,85287,43830,5744664988,2757207,58585346,366
55118.50,2,8192,2,349638,23038638408,54,27,3275921,8,95248,5,7720956,56,1,4,51401,629759,2,8306,27,69949627,24810902,6762927035,27,63,2,1,2,2,514,1,6736486812,6734870455,114220140,523592758,523592758,2,1,23038081352,73389,73389,2,2,2,523592758,13,3,67110,20294920,1463065,94965,51397,6736486812,3180956,68488034,366
