timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.44,8192,2,36978,2436156036,53,27,298610,8,9976,5,7455504,56,1,4,5455,17588,2,463,27,4210283,533248,716981668,27,69,2,1,2,2,674,1,714252700,712327954,5606461,55356208,55356208,2,1,2434952256,73389,73389,2,2,2,55339824,9,3,21380,985150,192858,7679,5451,714252700,290931,4017588,347
10014.20,8192,2,79329,5227043256,53,27,634599,8,21472,5,7455504,56,1,4,11678,17747,2,463,27,16540841,598898,1535726256,27,69,2,1,2,2,674,1,1529913756,1528152416,20763697,118784522,118784522,2,1,5226518968,73389,73389,2,2,2,118784522,9,3,31111,1605382,305710,14225,11674,1529913756,620374,16235488,347
15022.77,8192,2,106019,6985489916,53,27,898882,8,28807,5,7455504,56,1,4,15600,43823,2,463,27,20714390,2395318,2051846626,27,69,2,1,2,2,674,1,2043978140,2042146573,27650810,158743261,158759645,2,1,6984703484,73389,73389,2,2,2,158743261,9,3,31415,3495810,433995,23423,15596,2043978140,875459,20280940,347
20036.36,8192,2,119188,7853311636,53,27,1067116,8,32398,5,7455504,56,1,4,17535,142835,2,463,27,22466578,5491517,2306530165,27,69,2,1,2,2,674,1,2297602460,2295865254,32888266,178463503,178479887,2,1,7852394132,73389,73389,2,2,2,178463503,9,3,31437,6285001,546155,30935,17531,2297602460,1036181,21921099,347
25041.04,8192,2,141061,9294744124,53,27,1307368,8,38308,5,7455504,56,1,4,20749,190646,2,463,27,33508358,9310493,2729494917,27,69,2,1,2,2,674,1,2718867868,2717215777,51667912,211232269,211232269,2,1,9294219836,73389,73389,2,2,2,211232269,9,3,45353,8413982,759775,40044,20745,2718867868,1267324,32749478,347
30047.04,8192,2,186039,12258349452,53,27,1680414,8,50585,5,7455504,56,1,4,27360,191242,2,463,27,42322226,9310828,3599429189,27,69,2,1,2,2,674,1,3585384860,3583503647,62073306,278588425,278588425,2,1,12257169804,73389,73389,2,2,2,278572041,9,3,50169,9130270,853083,48216,27356,3585384860,1632198,41470141,347
35061.73,8192,2,216505,14266118212,54,27,1954495,8,58991,5,7720956,56,1,4,31836,203602,2,463,27,48653612,10811288,4188417720,27,69,2,1,2,2,674,1,4172063132,4170460225,71353843,324217299,324217299,2,1,14264840260,73389,73389,2,2,2,324200915,9,3,53447,10755950,971003,57910,31832,4172063132,1896585,47683804,347
40067.11,8192,2,235119,15492641616,54,27,2153696,8,64018,5,7720956,56,1,4,34570,280938,2,463,27,55725468,13880022,4548229541,27,69,2,1,2,2,674,1,4530413980,4528983341,82779791,352089852,352106236,2,1,15491953488,73389,73389,2,2,2,352089852,9,3,62807,13090812,1147208,65637,34566,4530413980,2088059,54579593,347
45071.99,8192,2,275654,18163477784,54,27,2475581,8,75079,5,7720956,56,1,4,40528,281808,2,463,27,64212957,13880532,5332271959,27,69,2,1,2,2,674,1,5311340956,5309735497,93002726,412790674,412807058,2,1,18162789656,73389,73389,2,2,2,412790674,9,3,68306,13751118,1261515,74543,40524,5311340956,2401038,62953149,347
50076.71,8192,2,318918,21014488956,54,27,2819838,8,86871,5,7720956,56,1,4,46885,282858,2,463,27,73280832,13880852,6168772116,27,69,2,1,2,2,674,1,6144565660,6143156266,103617996,477584893,477601277,2,1,21013735292,73389,73389,2,2,2,477584893,9,3,79937,14450071,1399289,83571,46881,6144565660,2736267,71883615,347
