timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5006.36,8192,2,63581,4189142384,53,27,532336,4,17179,5,7455504,56,1,4,9361,263,2,17,27,8908656,273,1230802084,27,8,2,1,2,2,294,1,1226088860,1224686095,10614188,95189908,95206292,2,1,4188355952,73389,73389,2,2,2,95189908,3,3,26466,953040,149891,10549,9357,1226219932,521848,8758287,60
10010.84,8192,2,112723,7427449516,53,27,953746,4,30634,5,7455504,56,1,4,16587,415,2,17,27,15119736,561,2181536170,27,8,2,1,2,2,294,1,2173215132,2171403162,18058358,168775414,168797831,2,1,7426118216,73389,73389,2,2,2,168775414,3,3,27516,1701748,232942,18271,16583,2173215132,935475,14886642,60
15015.11,8192,2,160015,10543549768,53,27,1376566,4,43532,5,7455504,56,1,4,23533,543,2,17,27,19447372,666,3095506438,27,8,2,1,2,2,294,1,3083772316,3082231942,23555654,239612726,239629110,2,1,10542959944,73389,73389,2,2,2,239612726,3,3,27519,2439423,307853,25549,23529,3083772316,1351017,19139701,60
20025.34,8192,2,181453,11956208644,53,27,1618683,4,49374,5,7455504,56,1,4,26686,36003,2,17,27,31977612,2448943,3510419699,27,8,2,1,2,2,294,1,3497042332,3495203055,40571631,271720099,271720099,2,1,11954963460,73389,73389,2,2,2,271703715,3,3,29441,4595845,480311,35525,26682,3497042332,1583158,31497666,60
25053.13,8192,2,192903,12710589690,53,27,1763293,4,52503,5,7455504,56,1,4,28369,95475,2,17,27,36633675,6500657,3732079862,27,8,2,1,2,2,294,1,3717767580,3715696187,51835168,288866338,288866338,2,1,12710118872,73389,73389,2,2,2,288866338,3,3,31508,7018032,602549,42445,28366,3717767580,1720848,36032463,60
30066.26,8192,2,201353,13267542248,54,27,1878977,4,54862,5,7720956,56,1,4,29608,267081,2,17,27,39666989,10937505,3895194850,27,8,2,1,2,2,294,1,3880165788,3878521763,62133658,301513454,301529838,2,1,13266591976,73389,73389,2,2,2,301513454,3,3,36692,9662187,722822,47875,29605,3880165788,1831102,38944834,60
35082.94,8192,2,212609,14009197244,54,27,2025700,4,57929,5,7720956,56,1,4,31264,376667,2,17,27,43399569,15220667,4113041992,27,8,2,1,2,2,294,1,4097089948,4095381726,72450629,318364781,318381165,2,1,14008050364,73389,73389,2,2,2,318364781,3,3,40074,12262908,868912,54482,31260,4097089948,1971218,42530628,60
40092.69,8192,2,221764,14612630200,54,27,2150987,4,60427,5,7720956,56,1,4,32608,578960,2,17,27,46054762,19604785,4289972127,27,8,2,1,2,2,294,1,4273250716,4271771314,81378044,332091082,332091082,2,1,14611286712,73389,73389,2,2,2,332074698,3,3,43676,15052384,953876,60061,32604,4273250716,2090926,45100943,60
45111.97,8192,2,228788,15075344132,54,27,2247095,4,62318,5,7720956,56,1,4,33639,793182,2,17,27,48865692,24847184,4425718093,27,8,2,1,2,2,294,1,4408385948,4407005166,92674190,342598371,342614755,2,1,15074328324,73389,73389,2,2,2,342598371,3,3,49179,17959815,1077436,65140,33635,4408385948,2181955,47788603,60
50127.06,8192,2,235017,15485956944,54,27,2342760,4,64038,5,7720956,56,1,4,34557,1021569,2,17,27,50878065,30522648,4546597961,27,8,2,1,2,2,294,1,4528710044,4527048798,102291085,351926012,351942396,2,1,15484744528,73389,73389,2,2,2,351926012,3,3,51995,20995562,1179901,75105,34553,4528710044,2267655,49698483,60
