timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5012.27,8192,2,51564,3397349040,53,27,439145,6,13900,5,7455504,56,1,4,7599,7962,2,6478,27,8484472,598239,999112155,27,58,2,1,2,2,517,1,995271068,993311173,10506919,77185668,77202052,2,1,3396169392,73389,73389,2,2,2,77185668,7,3,23820,1216736,209935,11282,7595,995271068,427863,8275220,303
10020.79,8192,2,105588,6957243900,53,27,883485,6,28686,5,7455504,56,1,4,15537,21051,2,6478,27,15834312,1027317,2043568300,27,58,2,1,2,2,517,1,2035720604,2033931321,19707424,158104285,158120669,2,1,6956588540,73389,73389,2,2,2,158104285,7,3,24703,2386924,343084,22114,15533,2035720604,861371,15492142,303
15032.50,8192,2,122483,8070580016,53,27,1105953,6,33298,5,7455504,56,1,4,18020,127202,2,6478,27,22700099,3867384,2370339224,27,58,2,1,2,2,517,1,2361172380,2359360637,31146373,183408868,183425252,2,1,8069990192,73389,73389,2,2,2,183408868,7,3,27816,4535189,511552,32065,18017,2361172380,1073888,22189457,303
20040.58,8192,2,142391,9382172456,53,27,1365689,6,38727,5,7455504,56,1,4,20944,193275,2,6478,27,25379050,5909368,2755259058,27,58,2,1,2,2,517,1,2744557980,2742744126,36491745,213220766,213220766,2,1,9381713704,73389,73389,2,2,2,213220766,7,3,28643,6530974,678793,43381,20941,2744557980,1322308,24702212,303
25044.37,8192,2,188195,12400441424,53,27,1733590,6,51217,5,7455504,56,1,4,27675,194060,2,6478,27,33759058,6350507,3640686775,27,58,2,1,2,2,517,1,3626672540,3625036502,47286371,281817788,281817788,2,1,12399261776,73389,73389,2,2,2,281801404,7,3,30458,7248327,774941,51524,27671,3626672540,1682066,32985905,303
30049.06,8192,2,233908,15412746616,54,27,2081039,6,63739,5,7720956,56,1,4,34393,194154,2,6478,27,44135684,6358892,4524550125,27,58,2,1,2,2,517,1,4507214236,4505680881,59320482,350275546,350275546,2,1,15411403128,73389,73389,2,2,2,350259162,7,3,34493,7884744,855211,58553,34389,4507214236,2022486,43282475,303
35062.48,8192,2,250856,16529556140,54,27,2268826,6,68362,5,7720956,56,1,4,36883,277338,2,6478,27,51002269,9715152,4852228627,27,58,2,1,2,2,517,1,4833583516,4832110184,71607038,375645665,375662049,2,1,16528409260,73389,73389,2,2,2,375645665,7,3,35982,10304939,963182,64993,36879,4833583516,2203833,50041154,303
40089.99,8192,2,260010,17132658108,54,27,2401716,6,70860,5,7720956,56,1,4,38231,454296,2,6478,27,54414948,14340833,5029684888,27,58,2,1,2,2,517,1,5010268572,5008410234,82641975,389365933,389365933,2,1,17132101052,73389,73389,2,2,2,389365933,7,3,38086,12974608,1058022,70929,38227,5010268572,2330787,53359167,303
45103.69,8192,2,270493,17823388324,54,27,2547105,6,73717,5,7720956,56,1,4,39770,575343,2,6478,27,57635632,19041483,5232263065,27,58,2,1,2,2,517,1,5211988380,5210332343,92713314,405064347,405064347,2,1,17822110372,73389,73389,2,2,2,405047963,7,3,42574,15846542,1175386,80129,39766,5211988380,2466976,56462736,303
50109.02,8192,2,297601,19609759936,54,27,2835695,6,81112,5,7720956,56,1,4,43753,636630,2,6478,27,60676617,20643025,5756353169,27,58,2,1,2,2,517,1,5734048156,5732491431,98089174,445657744,445674128,2,1,19608940736,73389,73389,2,2,2,445657744,7,3,43087,17650692,1297656,90710,43749,5734048156,2744985,59381271,303
55113.49,8192,2,344071,22671675880,54,27,3235867,6,93784,5,7720956,56,1,4,50582,636727,2,6478,27,65050093,20643187,6654802508,27,58,2,1,2,2,517,1,6629138844,6627591537,103554458,515254190,515254190,2,1,22670463464,73389,73389,2,2,2,515237806,7,3,45161,18328499,1376102,97913,50578,6629138844,3137954,63675789,303
60117.17,8192,2,391912,25824238036,54,27,3647496,6,106793,5,7720956,56,1,4,57615,636797,2,6478,27,82450864,21018360,7580105436,27,58,2,1,2,2,517,1,7550968220,7549166215,124456926,586900351,586900351,2,1,25822894548,73389,73389,2,2,2,586883967,7,3,53985,19027364,1505140,105432,57611,7550968220,3542064,80947357,303
