timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.90,8192,2,66413,4375802144,53,27,534275,5,17992,5,7455504,56,1,4,9781,91,2,19,27,8674533,64331,1286189307,27,4,2,1,2,2,293,1,1281270172,1279325185,10456755,99424728,99441112,2,1,4374688032,73389,73389,2,2,2,99424728,4,3,23518,996041,147665,11289,9777,1281270172,522986,8527144,132
10028.94,8192,2,80610,5311260324,53,27,726131,5,21877,5,7455504,56,1,4,11867,106455,2,19,27,13579878,3502330,1560735448,27,4,2,1,2,2,293,1,1554686364,1552731652,20752387,120691099,120707483,2,1,5310408356,73389,73389,2,2,2,120691099,4,3,25369,3355935,276588,19870,11863,1554686364,706261,13302759,132
15040.32,8192,2,91915,6056138650,53,27,888894,5,24959,5,7455504,56,1,4,13526,209554,2,19,27,16403445,7106296,1779107396,27,4,2,1,2,2,293,1,1772134812,1770486851,29492126,137624346,137640730,2,1,6055471224,73389,73389,2,2,2,137624346,4,3,28125,5854660,393927,37700,13522,1772134812,851194,16009750,132
20051.60,8192,2,113107,7452663604,53,27,1164078,5,30739,5,7455504,56,1,4,16643,244760,2,19,27,23874363,9454033,2189291014,27,4,2,1,2,2,293,1,2180686236,2178733384,40831614,169354887,169371271,2,1,7451615028,73389,73389,2,2,2,169354887,4,3,32658,7854538,610261,50569,16639,2180686236,1113509,23263554,132
25063.90,8192,2,130612,8606242132,53,27,1395449,5,35511,5,7455504,56,1,4,19214,336847,2,19,27,28562062,12190070,2527642564,27,4,2,1,2,2,293,1,2517672348,2515934913,49753146,195583007,195599391,2,1,8605652308,73389,73389,2,2,2,195583007,4,3,33834,10196810,787330,60377,19210,2517672348,1335072,27774232,132
30067.76,8192,2,158501,10443797360,53,27,1690699,5,43120,5,7455504,56,1,4,23314,381874,2,19,27,31646235,13753000,3066996035,27,4,2,1,2,2,293,1,3055067548,3053066943,55138830,237339668,237356052,2,1,10442945392,73389,73389,2,2,2,237339668,4,3,34382,11988160,922725,69757,23310,3055067548,1620942,30722640,132
35072.77,8192,2,206012,13574732636,54,27,2100141,5,56131,5,7720956,56,1,4,30295,382005,2,19,27,45408560,14211423,3985578090,27,4,2,1,2,2,293,1,3970081180,3968356491,72147657,308502501,308502501,2,1,13573389148,73389,73389,2,2,2,308486117,4,3,36165,12697625,1051028,77092,30291,3970081180,2023049,44356169,132
40077.86,8192,2,251889,16597520280,54,27,2509571,5,68644,5,7720956,56,1,4,37035,382144,2,19,27,49769418,14211539,4872196605,27,4,2,1,2,2,293,1,4853375388,4851967300,77633966,377191794,377208178,2,1,16596438936,73389,73389,2,2,2,377191794,4,3,36167,13395618,1123715,84328,37031,4853375388,2425243,48644146,132
45082.60,8192,2,297905,19629682880,54,27,2920778,5,81193,5,7720956,56,1,4,43799,382284,2,19,27,54134548,14211630,5762234441,27,4,2,1,2,2,293,1,5740077468,5738394492,83125152,446116496,446116496,2,1,19628404928,73389,73389,2,2,2,446100112,4,3,36167,14097945,1202868,91614,43795,5740077468,2829164,52930511,132
50088.48,8192,2,344459,22697369300,54,27,3319865,5,93892,5,7720956,56,1,4,50639,382415,2,19,27,58522853,14211680,6662137784,27,4,2,1,2,2,293,1,6636609948,6635086123,88597180,515833663,515850047,2,1,22696681172,73389,73389,2,2,2,515833663,4,3,36167,14773990,1265341,99079,50635,6636609948,3220786,57256690,132
55098.24,8192,2,366260,24133817744,54,27,3683374,5,99835,5,7720956,56,1,4,53842,459762,2,19,27,77395692,16749762,7083614793,27,4,2,1,2,2,293,1,7056433564,7055029131,114215633,548481708,548498092,2,1,24133195152,73389,73389,2,2,2,548481708,4,3,40365,16891934,1423378,109433,53838,7056433564,3573941,75970079,132
60114.79,8192,2,373287,24596993736,54,27,3789584,5,101754,5,7720956,56,1,4,54876,686264,2,19,27,79184285,20986652,7219754005,27,4,2,1,2,2,293,1,7191962012,7190390890,121810893,559011414,559011414,2,1,24596502216,73389,73389,2,2,2,559011414,4,3,41680,19803841,1517489,114645,54872,7191962012,3674939,77664185,132
