timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5032.88,8192,2,9016,593792548,53,27,127885,7,2344,5,7455504,56,1,4,1345,169485,2,4928,27,1902739,4172381,176320865,27,54,2,1,2,2,956,1,175546780,173727511,7103316,13468475,13484859,2,1,592612900,73389,73389,2,2,2,13468475,11,3,16069,3158819,169107,5316,1341,175546780,122569,1732711,295
10037.07,8192,2,28700,1890704924,53,27,322423,7,7720,5,7455504,56,1,4,4236,255832,2,4928,27,7614437,7875325,556759898,27,54,2,1,2,2,956,1,554475932,552804119,19617273,42952693,42969077,2,1,1889918492,73389,73389,2,2,2,42952693,11,3,20567,5324194,273186,14570,4232,554475932,307853,7340096,295
15041.19,8192,2,71947,4740601984,53,27,672727,7,19513,5,7455504,56,1,4,10592,256449,2,4928,27,12003720,7875506,1392991779,27,54,2,1,2,2,956,1,1387569564,1385933823,25050338,107730528,107730528,2,1,4739422336,73389,73389,2,2,2,107714144,11,3,20940,5987660,360349,21546,10588,1387569564,651181,11641921,295
20045.25,8192,2,117705,7755590844,53,27,1052994,7,31991,5,7455504,56,1,4,17318,256887,2,4928,27,16369815,7875703,2277892339,27,54,2,1,2,2,956,1,2269159836,2267301279,30518571,176239597,176255981,2,1,7754542268,73389,73389,2,2,2,176239597,11,3,21124,6688784,435541,28749,17314,2269159836,1024245,15932662,295
25053.55,8192,2,140640,9266888016,53,27,1282817,7,38242,5,7455504,56,1,4,20686,312288,2,4928,27,19027522,9920990,2721077345,27,54,2,1,2,2,956,1,2710610332,2709070390,35816095,210587260,210603644,2,1,9265839440,73389,73389,2,2,2,210587260,11,3,21124,8733609,554717,36383,20682,2710610332,1246434,18471111,295
30058.00,8192,2,171651,11310373896,53,27,1571251,7,46655,5,7455504,56,1,4,25244,388040,2,4928,27,38916161,12377882,3320818461,27,54,2,1,2,2,956,1,3308036508,3306380836,62004606,257027142,257043526,2,1,11309194248,73389,73389,2,2,2,257027142,11,3,34561,10336650,729354,44699,25240,3308036508,1526552,38184820,295
35063.82,8192,2,218411,14391560732,54,27,1939531,7,59493,5,7720956,56,1,4,32115,388795,2,4928,27,47944953,12378390,4224829276,27,54,2,1,2,2,956,1,4208632220,4207135117,72358061,327063797,327080181,2,1,14390807068,73389,73389,2,2,2,327063797,11,3,39781,11061180,827739,53074,32111,4208632220,1886457,47114657,295
40077.05,8192,2,245189,16156040012,54,27,2196857,7,66815,5,7720956,56,1,4,36052,428229,2,4928,27,53290806,14490094,4742869993,27,54,2,1,2,2,956,1,4724662684,4722945304,80928344,367159641,367176025,2,1,16155024204,73389,73389,2,2,2,367159641,11,3,40778,13016437,931319,61170,36048,4724662684,2135687,52358084,295
45082.40,8192,2,271370,17881394300,54,27,2459716,7,73955,5,7720956,56,1,4,39897,478610,2,4928,27,60661514,17021798,5248803696,27,54,2,1,2,2,956,1,5228634524,5227277909,92928882,406370749,406387133,2,1,17880312956,73389,73389,2,2,2,406370749,11,3,45909,14892605,1058666,70519,39893,5228634524,2389197,59600461,295
50087.21,8192,2,331713,21857534760,54,27,2970107,7,90361,5,7720956,56,1,4,48766,479139,2,4928,27,69756880,17022103,6415737394,27,54,2,1,2,2,956,1,6391112092,6389576705,103802013,496742046,496758430,2,1,21856650024,73389,73389,2,2,2,496742046,11,3,49839,15831601,1174590,80803,48762,6391112092,2889304,68579504,295
55092.13,8192,2,381989,25170473432,54,27,3381947,7,104125,5,7720956,56,1,4,56156,479424,2,4928,27,76798939,17022256,7388070151,27,54,2,1,2,2,956,1,7359734172,7358043990,112087099,572043554,572043554,2,1,25169195480,73389,73389,2,2,2,572027170,11,3,52278,16585173,1266499,89081,56152,7359734172,3292866,75529886,295
