timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.73,8192,2,52828,3480717448,53,27,423050,3,14245,5,7455504,56,1,4,7785,484,2,13,27,8900839,204,1023577269,27,5,2,1,2,2,268,1,1019650460,1017632515,10501962,79098278,79098278,2,1,3480324232,73389,73389,2,2,2,79098278,3,3,25554,793813,157537,8971,7781,1019650460,414079,8743138,78
10024.51,8192,2,97266,6408933336,53,27,814107,3,26415,5,7455504,56,1,4,14313,7233,2,13,27,17144837,532011,1882567591,27,5,2,1,2,2,268,1,1875288476,1873621089,20669780,145635234,145651618,2,1,6407950296,73389,73389,2,2,2,145635234,3,3,28750,1867558,264785,17562,14309,1875288476,796545,16880506,78
15037.77,8192,2,112228,7394792008,53,27,999424,3,30501,5,7455504,56,1,4,16513,91535,2,13,27,21805874,3957169,2172117725,27,5,2,1,2,2,268,1,2163646876,2161809777,30493785,168054518,168054518,2,1,7394398792,73389,73389,2,2,2,168054518,3,3,31293,4266444,417563,26362,16509,2163646876,973062,21388070,78
20049.48,8192,2,147094,9692246428,53,27,1348421,3,40009,5,7455504,56,1,4,21635,147543,2,13,27,27892188,5492288,2846086462,27,5,2,1,2,2,268,1,2834997660,2833349652,39511408,220258965,220275349,2,1,9691394460,73389,73389,2,2,2,220258965,3,3,40431,5931005,577804,37254,21632,2834997660,1311167,27314487,78
25053.77,8192,2,167308,11024158336,53,27,1574604,3,45522,5,7455504,56,1,4,24606,225279,2,13,27,30273279,7869800,3237055551,27,5,2,1,2,2,268,1,3224412572,3222697703,44808705,250535648,250552032,2,1,11023568512,73389,73389,2,2,2,250535648,3,3,40474,8146972,704954,45607,24602,3224412572,1528997,29568912,78
30058.39,8192,2,212006,13969679036,54,27,1928540,3,57766,5,7720956,56,1,4,31174,225625,2,13,27,42733797,8718061,4101175595,27,5,2,1,2,2,268,1,4085293468,4083788709,61226038,317480045,317480045,2,1,13968401084,73389,73389,2,2,2,317463661,3,3,45750,8801025,818368,52962,31170,4085293468,1875578,41915861,78
35062.49,8192,2,262177,17275470976,54,27,2334633,3,71397,5,7720956,56,1,4,38546,225963,2,13,27,52825896,8718224,5071188209,27,5,2,1,2,2,268,1,5051556252,5050165781,72965413,392611680,392611680,2,1,17274193024,73389,73389,2,2,2,392595296,3,3,50934,9555579,922361,61264,38542,5051556252,2273369,51904017,78
40074.00,8192,2,284342,18736039976,54,27,2586471,3,77496,5,7720956,56,1,4,41805,268267,2,13,27,57980749,11245145,5500064946,27,5,2,1,2,2,268,1,5478719900,5477127884,81813026,425806430,425806430,2,1,18735482920,73389,73389,2,2,2,425806430,3,3,53542,11726947,1076877,72562,41801,5478719900,2513909,56905448,78
45087.39,8192,2,310551,20462963820,54,27,2841182,3,84643,5,7720956,56,1,4,45656,324822,2,13,27,62955643,13403988,6006789243,27,5,2,1,2,2,268,1,5983478172,5981953005,90180622,465044273,465060657,2,1,20461948012,73389,73389,2,2,2,465044273,3,3,57709,13709279,1227552,81324,45652,5983478172,2759858,61729260,78
50092.86,8192,2,330004,21745002832,54,27,3072638,3,89895,5,7720956,56,1,4,48516,395765,2,13,27,71420707,16710032,6383161377,27,5,2,1,2,2,268,1,6358344092,6356736258,103977837,494190460,494190460,2,1,21743659344,73389,73389,2,2,2,494174076,3,3,67575,16105391,1435704,92720,48512,6358344092,2979918,69986733,78
55097.28,8192,2,380562,25076422656,54,27,3479695,3,103684,5,7720956,56,1,4,55946,396310,2,13,27,80480572,16710166,7360838235,27,5,2,1,2,2,268,1,7332209052,7330526113,114479166,569901568,569917952,2,1,25075668992,73389,73389,2,2,2,569901568,3,3,69701,16877514,1532114,101224,55942,7332209052,3378471,78950432,78
