arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
445.0009,445.0498,73955.6278,73510.6269,0.0489,np_default_58
1197.2074,1197.2524,101714.2070,100516.9997,0.0451,np_default_58
5515.3535,5515.3972,155473.6103,149958.2568,0.0438,np_default_58
6451.3616,6451.4092,165551.9055,159100.5440,0.0476,np_default_58
13608.3622,13608.4101,24009.3603,10400.9980,0.0479,p_default_140
14747.6200,14747.6787,25100.4446,10352.8246,0.0587,p_default_140
25548.0388,25548.0871,210762.0494,185214.0106,0.0482,np_default_58
25868.7922,25868.8397,210949.5993,185080.8070,0.0474,np_default_58
30247.5778,30247.6214,46131.5216,15883.9438,0.0436,p_default_140
31829.1749,31829.2380,51182.0096,19352.8347,0.0632,p_default_140
32206.5389,32206.5981,240376.3029,208169.7640,0.0591,np_default_58
34388.8320,34388.8901,53630.7597,19241.9277,0.0581,p_default_140
35539.9554,35540.0120,241674.4468,206134.4914,0.0566,np_default_58
35905.4333,35905.4932,54784.5736,18879.1403,0.0599,p_default_140
51304.3162,51304.3796,243715.7837,192411.4675,0.0634,np_default_58
52741.2973,52741.3544,244768.8910,192027.5938,0.0572,np_default_58
53672.9661,53673.0129,60594.0790,6921.1128,0.0467,p_default_140
56134.1108,56134.1689,244630.2725,188496.1617,0.0582,np_default_58
59486.9938,59487.0498,246472.2270,186985.2333,0.0560,np_default_58
61804.5416,61804.5896,252614.4856,190809.9440,0.0480,np_default_58
61818.9793,61819.0005,253566.0343,191747.0549,0.0212,np_default_58
66551.4371,66551.4867,290094.4785,223543.0413,0.0496,np_default_58
67304.1874,67304.2351,297556.7420,230252.5547,0.0477,np_default_58
68198.8919,68198.9395,87119.4886,18920.5967,0.0476,p_default_140
68752.4297,68752.4850,89762.4536,21010.0239,0.0553,p_default_140
68950.5378,68950.5977,90356.4469,21405.9091,0.0599,p_default_140
74814.6756,74814.7363,308350.5181,233535.8424,0.0606,np_default_58
75410.7836,75410.8361,308857.5110,233446.7274,0.0525,np_default_58
78539.0023,78539.0622,308582.9152,230043.9128,0.0599,np_default_58
81877.4942,81877.5531,102095.5179,20218.0237,0.0589,p_default_140
83446.3059,83446.3695,310298.7202,226852.4144,0.0637,np_default_58
86005.0561,86005.1192,104926.2646,18921.2086,0.0632,p_default_140
92938.2533,92938.3239,111324.7184,18386.4651,0.0707,p_default_140
101329.2113,101329.2855,122564.0354,21234.8241,0.0742,p_default_140
102898.6590,102898.7169,313735.5314,210836.8724,0.0579,np_default_58
103702.9924,103703.0535,313990.9957,210288.0033,0.0611,np_default_58
104967.4978,104967.5502,314180.7335,209213.2357,0.0524,np_default_58
107794.8227,107794.8847,133014.9267,25220.1040,0.0620,p_default_140
