event,value,description
RecomputeWeight,8235,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,25393271,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,5424,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,3164,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,3164,"Same as Query, but only for SELECT queries."
InitialQuery,3164,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,7893,Count queries with all subqueries
SelectQueriesWithSubqueries,7893,Count SELECT queries with all subqueries
QueryTimeMicroseconds,222406577167,Total time of all queries.
SelectQueryTimeMicroseconds,222406577167,Total time of SELECT queries.
FileOpen,4619,Number of files opened.
Seek,328043,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,5591645,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,28134506365234,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,27739980803174,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,1380952938,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,90994367104264,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1878201,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,4260,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,5919485,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,3797645,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,432730337118,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,201984,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,827326464,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,467169151,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,1882256,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,6308,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,6316,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1882487,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,20588030922,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,143104,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,559679,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,3367217,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,3647008,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,15151,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,13413,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,51666542,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,13962264,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,200435,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,398113846,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,196682,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,196534,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,318474052,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,41798806227,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,225190235,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,11853758934447,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,6226279227,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,4727530,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,52470,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,6292,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,930585775977,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,3722343103908,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,25056,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,10627367,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,14272030,Total time spent executing query plan optimizations.
SelectedParts,6312,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,6312,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,6312,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,231615684,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,231615684,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,1893719625907,Number of rows SELECTed from all tables.
SelectedBytes,90874540352063,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,1893719618712,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,1893719618712,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2535410,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,23799,Time spent filtering parts by PK.
