event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,2474028,4727530,2253502,Total time spent analyzing index of patch parts
ArenaAllocBytes,591396864,827326464,235929600,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,144384,201984,57600,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2330453,2330453,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,496083,615117,119034,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,532,628,96,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,52470,52470,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,987309446,1380952938,393643492,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,65056489132248,90994367104264,25937877972016,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,70275,70275,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,46116937369,46116937369,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1351932,1351932,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,70275,70275,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,70275,70275,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,45842043657,45842043657,0,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,1356,1356,0,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,53234,53234,0,Total time a query was waiting for a query slots
ContextLock,3916801,5466327,1549526,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1745659,3003824,1258165,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1346420,1882487,536067,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,14311962840,20588030922,6276068082,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,10,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,25393271,25393271,0,Number of dequeues invoked at all FairPolicyNodes
