event,value,description
RecomputeWeight,8235,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,25393271,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,5424,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,2263,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,2263,"Same as Query, but only for SELECT queries."
InitialQuery,2263,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,5642,Count queries with all subqueries
SelectQueriesWithSubqueries,5642,Count SELECT queries with all subqueries
QueryTimeMicroseconds,138226927967,Total time of all queries.
SelectQueryTimeMicroseconds,138226927967,Total time of SELECT queries.
FileOpen,3561,Number of files opened.
Seek,257435,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,4312276,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,20182122496248,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,19837245708172,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,987309446,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,65056489132248,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1343132,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,3262,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,2782405,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,2716192,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,309502771492,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,144384,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,591396864,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,333835501,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,1346189,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,4508,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,4516,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1346420,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,14311962840,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,114640,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,393487,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,2428115,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2621275,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,8538,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,6800,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,26917941,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,7864552,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,134889,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,213008728,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,132037,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,131889,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,164566975,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,21318782187,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,161540614,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,6490710272449,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,4041024155,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,2474028,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,52470,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,4492,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,664366068927,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,2657464275708,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,19789,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,6498451,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,8715406,Total time spent executing query plan optimizations.
SelectedParts,4512,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,4512,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,4512,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,165565584,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,165565584,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,1353685512168,Number of rows SELECTed from all tables.
SelectedBytes,64952902952802,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,1353685506912,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,1353685506912,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2535410,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,15489,Time spent filtering parts by PK.
