timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.38,9,262144,64,32479,2139921982,1,3789571,105,4,4,4668,247,0,576,220162,2,12743,7,0,104416554,1154,1,4,222,40324545,3,161298180,6,5903,273,2,36,576,9301708,222,712912146,576,93,3,1,2,2,555,3,709787360,677069966,13877505,40931428,40931428,3,1,2128434288,73389,73389,2,2,2,40931432,3,3,35420,486613,134362,6849,5897,709787360,213313,9167842,937
10012.77,9,262144,64,61410,4046574144,2,8618102,266,4,4,4668,444,0,576,390754,2,24138,7,0,110075508,1154,1,4,222,76402638,3,305610552,6,10912,544,2,36,576,17626684,421,1317645273,576,93,3,1,2,2,555,3,1311838532,1277542301,27682169,77590950,77590950,3,1,4034729432,73389,73389,2,2,2,77590954,3,3,50611,893292,234702,14146,10906,1311838532,376608,17392985,937
15023.29,66,262144,64,119912,7900373588,4,15971638,755,16,16,4668,824,9,576,1164612,2,47151,17,2,115722396,1154,1,4,222,149330651,3,597128316,16,21098,91115,2,145,576,52304735,5751356,2547974970,576,93,3,1,2,2,555,3,2536219794,2491613839,78227358,151617109,151649877,3,1,7884089700,73389,73389,2,2,2,151617113,3,3,112062,5779168,1148217,54075,21080,2536219794,1110537,51159669,937
20029.19,96,262144,64,155924,10274862824,14,31103845,1055,16,16,4668,1059,12,576,1556462,2,61304,17,2,116928996,1154,1,4,222,194140180,3,776496348,16,27342,126465,2,145,576,70854068,8247865,3304255279,576,93,3,1,2,2,555,3,3288911853,3240002567,115879863,197253731,197253731,3,1,10257194044,73389,73389,2,2,2,197253735,3,3,133240,8032778,1554921,73352,27324,3288911853,1483110,69303004,937
25040.56,164,262144,64,216723,14281985706,15,40275111,1564,27,27,4668,1443,22,576,2353088,2,85278,17,2,117508164,1154,1,4,222,270077830,3,1080117516,16,37930,230102,2,145,576,107706239,14631687,4587223874,576,93,3,1,2,2,555,3,4565679289,4502507586,171314642,274242347,274242347,3,1,14260602076,73389,73389,2,2,2,274242351,3,3,187808,13379083,2541666,113602,37901,4565679289,2239486,105167650,937
30045.84,243,262144,64,278829,18373243824,28,59335649,2052,30,30,4668,1848,36,576,3134040,2,109677,19,2,117508164,1154,1,4,222,347391751,3,1389567004,18,48860,345717,2,173,576,143804364,20214653,5912090232,576,93,3,1,2,2,555,3,5884206911,5793146456,235000415,352757278,352757278,3,1,18343378488,73389,73389,2,2,2,352757282,3,3,217021,18211631,3415665,153880,48828,5884206911,2980160,140395277,937
35050.81,243,262144,64,304948,20094136702,28,61334326,2267,30,30,4668,2017,36,576,3297930,2,119917,19,2,117508164,1154,1,4,222,379745240,3,1518980960,18,53766,345954,2,173,576,151411805,20215016,6509333824,576,93,3,1,2,2,555,3,6478841011,6339192657,245218170,385585547,385585547,3,1,20050448476,73389,73389,2,2,2,385585551,3,3,220872,18598066,3497957,160672,53734,6478841011,3137258,147920694,937
40056.72,243,262144,64,333040,21945526642,28,62860551,2462,41,41,4668,2197,36,576,3475581,2,130824,19,2,117508164,1154,1,4,222,414202229,3,1656679652,18,59308,346282,2,173,576,159467430,20215549,7181493492,576,93,3,1,2,2,555,3,7148089926,6928997352,255468008,420615305,420758443,3,1,21871143924,73389,73389,2,2,2,420598925,3,3,230168,19025642,3581542,167691,59265,7148352070,3307930,155893099,937
45061.17,277,262144,64,384968,25368094244,43,82293960,2712,46,46,4668,2533,40,576,4024425,2,151081,22,2,117508164,1154,1,4,222,478322596,3,1913290384,21,69662,391005,2,5804,576,182898816,22998361,8436638209,576,93,3,1,2,2,555,3,8397560104,8020261199,303134660,485659158,485659158,3,1,25254276248,73389,73389,2,2,2,485659162,3,3,290946,21863538,4230694,192076,69614,8397560104,3832349,178676786,937
50066.54,277,262144,64,408727,26933477542,44,86367501,2890,46,46,4668,2685,40,576,4178881,2,160318,22,2,117508164,1154,1,4,222,507537681,3,2030150724,21,74541,391179,2,5804,576,189785373,22998499,9028932118,576,93,3,1,2,2,555,3,8987293867,8520562796,314680862,515307216,515307216,3,1,26795975264,73389,73389,2,2,2,515307220,3,3,295486,22237937,4305895,197906,74493,8987293867,3980975,185488428,937
