timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5052.22,10,262144,64,40086,2641458768,29,29,197475,121,0,585,475987,4,7634,32,184,124749708,1172,1,31,6300,34245,2,745,585,6945304,2182156,824714956,585,1151,2,1,2,2,422,1,821469596,775450120,16523569,59685014,59701398,2,1,2626140616,73389,73389,2,2,2,59685014,6,3,206641,2144059,1331763,16359,6269,821469596,459628,5612668,7262
10056.05,10,262144,64,104608,6893320270,29,29,204692,132,0,585,999433,4,25788,32,184,126837126,1172,1,31,15778,34349,2,745,585,16878821,2183494,2071845279,585,1151,2,1,2,2,422,1,2063770012,2018383383,34135495,156324462,156324462,2,1,6878276328,73389,73389,2,2,2,156324462,6,3,212703,3050139,1511963,26818,15747,2063770012,972615,15366371,7262
15059.48,10,262144,64,167185,11016399058,29,29,211960,142,0,585,1497076,4,43404,32,184,128152320,1172,1,31,24975,34408,2,745,585,26680280,2234688,3281867500,585,1151,2,1,2,2,422,1,3269108124,3223668627,66707109,250017393,250033777,2,1,11000765292,73389,73389,2,2,2,250017393,6,3,231088,3914170,1698635,36958,24944,3269108124,1460118,24981196,7262
20073.25,10,262144,64,212133,13978303758,29,29,353393,150,1,585,1911014,4,56152,32,184,129479580,1172,1,31,31575,41961,2,745,585,34998151,4302209,4150477606,585,1151,2,1,2,2,422,1,4134314396,4089446731,124550846,317346814,317346814,2,1,13962538920,73389,73389,2,2,2,317330430,6,3,249505,5178461,2062306,48994,31544,4134314396,1862020,32935348,7262
25076.56,10,262144,64,248390,16367256602,29,29,465325,156,1,585,2240450,4,66372,32,184,130275936,1172,1,31,36901,59797,2,745,585,43042587,6331880,4851271949,585,1151,2,1,2,2,422,1,4832403868,4787882776,204106436,371621678,371638062,2,1,16351353832,73389,73389,2,2,2,371621678,6,3,289108,6305871,2367048,58481,36870,4832403868,2181969,40675204,7262
30084.26,10,262144,64,283091,18653897582,29,29,615194,162,1,585,2571619,4,76167,32,184,131337744,1172,1,31,42000,70817,2,745,585,51426806,8388762,5522207805,585,1151,2,1,2,2,422,1,5500739996,5456293834,283221764,423604941,423621325,2,1,18638617404,73389,73389,2,2,2,423604941,6,3,321429,7425870,2679935,68273,41969,5500739996,2503346,48747150,7262
35095.10,10,262144,64,320821,21140108914,29,29,738328,168,1,585,2909475,4,86786,32,184,132134100,1172,1,31,47544,81442,2,745,585,61105361,10619716,6251670793,585,1151,2,1,2,2,422,1,6227403164,6183137489,327949018,480117936,480117936,2,1,21125189184,73389,73389,2,2,2,480117936,6,3,349025,8508999,2971902,77610,47513,6227403164,2831865,58132939,7262
40098.64,10,262144,64,348667,22974846094,29,29,908047,173,1,585,3210219,4,94653,32,184,132930456,1172,1,31,51633,101685,2,745,585,69500266,14141871,6789741502,585,1151,2,1,2,2,422,1,6763356572,6719453076,381942797,521800869,521817253,2,1,22959238236,73389,73389,2,2,2,521800869,6,3,373160,9885427,3400307,89881,51602,6763356572,3120338,66098888,7262
45115.41,10,262144,64,374573,24681924596,29,29,1559936,177,2,585,3492025,4,101940,32,184,133461360,1172,1,31,55437,136956,2,745,585,76324239,17233234,7290320925,585,1151,2,1,2,2,422,1,7261954460,7218415461,416596018,560604536,560620920,2,1,24666599584,73389,73389,2,2,2,560604536,6,3,392535,11355418,3721611,111543,55406,7261954460,3380482,72601418,7262
50125.01,10,262144,64,390504,25731553104,29,29,3263262,180,2,585,3690624,4,106446,32,184,133992264,1172,1,31,57778,210004,2,745,585,81902127,21618098,7598427405,585,1151,2,1,2,2,422,1,7568794012,7525295308,472135211,584463453,584463453,2,1,25715671036,73389,73389,2,2,2,584447069,6,3,407758,13439710,4012008,120691,57747,7568794012,3569933,77888460,7262
