timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.13,7,262144,64,56388,3714942624,0,2653523,234,5,5,2489,416,0,576,382879,0,2,22160,8,106914216,1154,1,4,314,70111464,5,280381228,7,10009,2096,2,40,576,21181492,4734,1208380298,576,155,0,3,1,2,2,763,3,1202944060,1173002826,25369775,71193886,71210270,3,1,3702082104,73389,73389,2,2,2,71193890,4,3,27765,931457,242218,15215,10002,1202944060,367664,20940081,1566
10014.26,17,262144,64,113425,7473685042,0,5262691,462,6,6,2489,784,1,576,747718,0,2,44628,9,112295652,1154,1,4,314,141327906,5,565117584,8,19819,4102,2,51,576,43096896,7914,2398929220,576,155,0,3,1,2,2,763,3,2388116232,2356603007,50999814,143493248,143493248,3,1,7461648928,73389,73389,2,2,2,143493252,4,3,35132,1841410,418914,30390,19811,2388116232,717328,42679726,1566
15018.89,32,262144,64,170386,11227639780,2,10428122,698,7,7,2489,1148,3,576,1151225,0,2,67082,10,117218580,1154,1,4,314,212457522,5,849765484,9,29633,7817,2,56,576,67341753,118229,3591116905,576,155,0,3,1,2,2,763,3,3574853095,3538655018,82539161,215667571,215667571,3,1,11214713724,73389,73389,2,2,2,215667575,4,3,44293,2887930,641992,47718,29624,3574853095,1103507,66702540,1566
20023.80,40,262144,64,215666,14210843924,4,15829646,829,8,8,2489,1439,3,576,1446896,0,2,84858,10,117508164,1154,1,4,314,268733797,5,1074870568,9,37529,9709,2,56,576,85050020,149618,4549542418,576,155,0,3,1,2,2,763,3,4528949632,4479120200,106921698,272952773,272952773,3,1,14192692260,73389,73389,2,2,2,272936393,4,3,56920,3645450,837106,60537,37519,4528949632,1386359,84230183,1566
25028.80,44,262144,64,255272,16821303920,5,19494259,1003,9,9,2489,1698,4,576,1717947,0,2,100444,10,117508164,1154,1,4,314,318096111,5,1272319740,9,44630,11754,2,56,576,100505095,179843,5409850802,576,155,0,3,1,2,2,763,3,5385375100,5303442538,127154369,322994532,322994532,3,1,16795715696,73389,73389,2,2,2,322994536,4,3,71402,4334766,998771,72584,44619,5385375100,1645363,99511099,1566
30033.27,45,262144,64,295871,19497046286,6,24602492,1146,10,10,2489,1954,4,576,1975233,0,2,116356,10,117508164,1154,1,4,314,368519135,5,1474011908,9,51991,12825,2,56,576,115144036,180849,6303797889,576,155,0,3,1,2,2,763,3,6275347468,6149553775,147962781,374174979,374191363,3,1,19456246972,73389,73389,2,2,2,374158599,4,3,87391,4986732,1138171,83535,51979,6275478540,1891698,114010922,1566
35038.78,55,262144,64,334215,22023532920,7,27851509,1393,10,10,2489,2208,4,576,2211949,0,2,131386,10,117508164,1154,1,4,314,415999894,5,1663934928,9,59156,13585,2,56,576,127310705,183144,7171269819,576,155,0,3,1,2,2,763,3,7139001525,6950633225,164322029,422400717,422417101,3,1,21964837316,73389,73389,2,2,2,422400721,4,3,89539,5576342,1236668,93650,59144,7139001525,2118299,126079619,1566
40042.25,55,262144,64,367419,24211595934,13,36658132,1604,15,15,2489,2423,4,576,2416518,0,2,144392,12,117508164,1154,1,4,314,457169250,5,1828677000,11,65343,14119,2,75,576,137173048,185812,7921347174,576,155,0,3,1,2,2,763,3,7885798301,7644105089,183790945,464181954,464181954,3,1,24137461640,73389,73389,2,2,2,464181958,4,3,99117,6077955,1339855,102319,65326,7885798301,2314199,135839187,1566
45046.74,55,262144,64,391305,25785857340,13,39166835,1808,15,15,2489,2572,4,576,2561285,0,2,153708,12,117508164,1154,1,4,314,486623876,5,1946495504,11,69851,14304,2,75,576,144308782,186117,8470065891,576,155,0,3,1,2,2,763,3,8432117276,8143836668,193988624,494188301,494188301,3,1,25697791684,73389,73389,2,2,2,494188305,4,3,100500,6429953,1423199,109388,69834,8432117276,2451897,142892223,1566
50050.70,75,262144,64,429973,28333915486,28,63010840,2111,31,31,2489,2824,9,585,2980246,2,2,168759,17,118949768,1172,1,4,314,534258037,5,2136967632,16,77238,53855,2,122,585,162780927,2521120,9361738286,583,159,2,3,1,2,2,763,3,9319686715,8953059690,240384188,542714984,542714984,3,1,28221179200,73389,73389,2,2,2,542714988,4,3,151525,8763921,1990530,129376,77205,9319686715,2850870,160800174,1589
55055.25,75,262144,64,455757,30033251982,33,70232886,2300,35,35,2489,2988,9,585,3141276,2,2,178876,17,118949768,1172,1,4,314,566207383,5,2264829532,16,82340,54449,2,122,585,170232758,2521431,9980404308,583,159,2,3,1,2,2,763,3,9935673416,9494224411,255692018,574994389,575010773,3,1,29899708260,73389,73389,2,2,2,574994393,4,3,164564,9160180,2080029,135226,82303,9935673416,3006050,168162515,1589
