timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.04,0,262144,64,61647,4062082044,2,4424457,228,7,7,1953,437,0,576,415201,0,4,24229,10,108132882,1154,1,4,361,76732975,5,306867196,9,10913,2056,2,57,576,23112862,9207,1319733257,576,110,0,3,1,2,2,848,3,1313803452,1282252994,29207813,77894054,77894054,3,1,4050490840,73389,73389,2,2,2,77894058,5,3,48603,1009375,287358,16598,10904,1313803452,398603,22825935,1481
10014.02,8,262144,64,118868,7831966070,2,7161036,464,7,7,1953,818,0,576,779231,0,4,46778,10,112573170,1154,1,4,361,148082960,5,592267224,9,20842,3964,2,57,576,44415117,18381,2521039109,576,110,0,3,1,2,2,848,3,2509689833,2469746445,54734306,150347349,150363733,3,1,7818062180,73389,73389,2,2,2,150347353,5,3,53749,1918850,472756,31795,20833,2509689833,747436,43943952,1481
15018.80,14,262144,64,178086,11735814384,2,9257970,695,8,8,1953,1206,0,576,1203995,0,4,70094,10,116277432,1154,1,4,361,221838993,5,887355972,9,31235,7290,2,57,576,69375513,93357,3780157551,576,110,0,3,1,2,2,848,3,3763073272,3700605277,83571371,225296157,225312541,3,1,11714548228,73389,73389,2,2,2,225279777,5,3,62747,2994404,728515,49761,31225,3763073272,1154234,68649406,1481
20023.04,14,262144,64,224642,14802364946,4,16119484,856,9,9,1953,1491,0,576,1534314,0,4,88328,11,116904864,1154,1,4,361,279625919,5,1118439080,10,39620,10903,2,654,576,88915606,143792,4801839207,576,110,0,3,1,2,2,848,3,4780148900,4670527646,111364117,283935198,283984350,3,1,14764630328,73389,73389,2,2,2,283935202,5,3,72014,3833062,931970,63764,39609,4780148900,1470550,87986894,1481
25026.76,14,262144,64,263910,17390106672,6,20870156,992,10,10,1953,1747,0,585,1811557,2,4,103709,11,118660184,1172,1,4,361,328245023,5,1312980092,10,46920,12841,2,654,585,104097922,157409,5688759290,583,113,2,3,1,2,2,848,3,5663113147,5490961670,132438578,333338425,333371193,3,1,17333598132,73389,73389,2,2,2,333338429,5,3,78550,4525534,1067930,75508,46908,5663113147,1736049,103033807,1502
30031.18,14,262144,64,304295,20053286454,6,24539146,1138,11,11,1953,2014,0,594,2097448,2,4,119483,11,120472559,1190,1,4,361,378148058,5,1512527500,10,54700,14398,2,654,594,119623918,160782,6632306727,592,115,2,3,1,2,2,848,3,6602460443,6337396754,152693905,384003406,384019790,3,1,19968177144,73389,73389,2,2,2,384003410,5,3,90749,5242326,1206343,86957,54687,6602460443,2010491,118422153,1517
35035.31,14,262144,64,344454,22698636466,9,30324303,1322,12,12,1953,2266,0,594,2357654,2,4,135164,11,120472559,1190,1,4,361,427810105,5,1711175880,10,62358,15297,2,654,594,132262515,161336,7564609310,592,115,2,3,1,2,2,848,3,7530843531,7177405938,172246007,434408216,434438825,3,1,22589227264,73389,73389,2,2,2,434408220,5,3,100800,5888839,1336971,96877,62344,7530843531,2260777,130930786,1517
40038.51,14,262144,64,380444,25068920796,16,40366779,1556,18,18,1953,2507,0,594,2578359,2,4,149210,13,120472559,1190,1,4,361,472292814,5,1889171256,12,69313,15927,2,666,594,143538447,164541,8405594824,592,115,2,3,1,2,2,848,3,8368015919,7930624009,194453404,479552491,479552491,3,1,24936729564,73389,73389,2,2,2,479552495,5,3,114634,6446074,1465241,105739,69293,8368015919,2472620,142078456,1517
45041.23,14,262144,64,407051,26824232574,16,42367688,1761,18,18,1953,2674,0,594,2738731,2,4,159601,13,120762143,1190,1,4,361,505147457,5,2020589828,12,74489,16191,2,666,594,151134964,164764,9034468145,592,115,2,3,1,2,2,848,3,8994164879,8488502944,204667381,512977888,512977888,3,1,26674850208,73389,73389,2,2,2,512977892,5,3,116927,6840152,1542934,111914,74469,8994164879,2626817,149597457,1517
50045.88,41,262144,64,443313,29213114920,19,49612390,2061,32,32,1953,2900,4,594,3142530,2,4,173714,20,120762143,1190,1,4,361,549863813,5,2199455252,19,81664,42096,2,793,594,168071584,2362799,9902973424,592,115,2,3,1,2,2,848,3,9858720914,9249440447,232511588,558339029,558339029,3,1,29033629540,73389,73389,2,2,2,558339033,5,3,154492,9089179,2035134,131970,81630,9858720914,3010560,166042878,1517
