timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.46,0,262144,64,31750,2092447888,0,3031004,135,3,3,5706,245,0,576,203105,3,12465,6,0,104428620,1154,1,4,383,39433840,3,157735360,5,5732,390,2,23,576,9190296,427,691511805,576,45,3,1,2,2,710,3,688468000,661914187,12976498,40028149,40028149,3,1,2081463780,73389,73389,2,2,2,40028153,3,3,21635,468641,138665,6809,5727,688468000,196296,9052264,791
10019.08,24,262144,64,71077,4682318734,3,9477059,473,15,15,5706,518,12,576,611854,3,27938,18,9,111632022,1154,1,4,383,88398164,3,353463260,17,12585,51747,2,1906,576,28053756,2486453,1516351722,576,45,3,1,2,2,710,3,1509423299,1477448632,42262574,89806493,89839261,3,1,4669085700,73389,73389,2,2,2,89790113,3,3,60391,2808540,657039,26090,12568,1509423299,585764,27416089,791
15023.74,103,262144,64,128774,8484857882,6,19023243,980,17,17,5706,882,26,576,1361508,3,50615,18,9,117508164,1154,1,4,383,160305547,3,641222188,17,22507,145231,2,1906,576,62853559,8653150,2720421659,576,45,3,1,2,2,710,3,2707659053,2674819946,95620447,162937121,162937121,3,1,8472730324,73389,73389,2,2,2,162937125,3,3,99633,7884333,1529603,63832,22488,2707659053,1297676,61326097,791
20037.30,746,262144,64,167711,11051088182,15,33153871,1298,26,26,5706,1131,32,576,1787344,3,66003,18,9,117508164,1154,1,4,383,209050740,3,836073660,17,29212,197951,2,1906,576,83338296,11751836,3533071386,576,45,3,1,2,2,710,3,3516438778,3482634864,134970361,212276527,212292911,3,1,11037527468,73389,73389,2,2,2,212260147,3,3,137525,10635892,2015449,87516,29185,3516438778,1699828,81325321,791
25050.98,818,262144,64,238006,15682700734,15,43417692,1910,29,29,5706,1584,48,576,2722542,3,93681,18,9,117508164,1154,1,4,383,296789650,3,1186964684,17,41354,337247,2,1906,576,126389204,19496716,5005064648,576,45,3,1,2,2,710,3,4981275729,4941285182,199564370,301300462,301333230,3,1,15667624056,73389,73389,2,2,2,301300466,3,3,176286,17046950,3163357,135708,41324,4981275729,2586834,123227007,791
30056.88,833,262144,64,273756,18038475090,29,60773334,2202,31,31,5706,1815,57,576,3044901,3,107780,19,9,117508164,1154,1,4,383,341430450,3,1365721800,18,47535,373673,2,2426,576,142550155,21163109,5754013584,576,45,3,1,2,2,710,3,5726746317,5683317783,235975643,346612007,346612007,3,1,18023824396,73389,73389,2,2,2,346612011,3,3,192659,18734056,3485545,150253,47502,5726746317,2894648,139065479,791
35061.89,833,262144,64,301296,19853749488,29,62574872,2402,31,31,5706,1995,57,576,3199378,3,118620,19,9,117508164,1154,1,4,383,375711321,3,1502780972,18,52393,373877,2,2426,576,150406512,21163251,6342112864,576,45,3,1,2,2,710,3,6312249045,6255998752,246225631,381446872,381446872,3,1,19835237376,73389,73389,2,2,2,381446876,3,3,195825,19105353,3539931,155723,52360,6312249045,3043655,146867650,791
40066.40,861,262144,64,348942,22992663372,45,84752481,2701,48,48,5706,2308,62,576,3689736,3,137328,23,9,117508164,1154,1,4,383,434861734,3,1739446936,22,60989,425798,2,2538,576,172869910,23707315,7380923375,576,45,3,1,2,2,710,3,7346240461,7248087047,295264895,441553996,441553996,3,1,22960807824,73389,73389,2,2,2,441554000,3,3,253326,21586915,4149795,177014,60939,7346240461,3512722,168721074,791
45071.14,861,262144,64,378431,24935655368,46,89135763,2840,48,48,5706,2498,62,576,3856087,3,148899,23,9,117508164,1154,1,4,383,471475971,3,1885903884,22,66329,426082,2,2538,576,181615291,23707567,8028779980,576,45,3,1,2,2,710,3,7991249112,7862341102,309059075,478756349,478756349,3,1,24894478212,73389,73389,2,2,2,478739969,3,3,262581,21996267,4246584,183407,66279,7991249112,3672680,177381376,791
50087.59,886,262144,64,418923,27605097276,48,96170583,3199,58,58,5706,2755,68,576,4369677,3,164760,23,9,117508164,1154,1,4,383,521570594,3,2086282376,22,73987,513313,2,2538,576,203352570,27213063,8954908868,576,45,3,1,2,2,710,3,8913030718,8709116895,343166388,529631533,529680685,3,1,27540839748,73389,73389,2,2,2,529631537,3,3,309579,25173032,4913837,207522,73928,8913030718,4162155,198440705,791
